Trade ID,Buy/Sell,Currency Pair,Currency,Amount,Rate,Taker,Trade Date GMT,Position ID,Position Type,Comments,Settlement Date
B201413906EBL00,SELL,EUR/USD,EUR,500000,1.37084,AUKUS2099,19/05/2014 03:07:47,,,,21 May 2014
B201413906E3300,BUY,EUR/USD,EUR,1000000,1.37046,AUKUS2099,19/05/2014 01:33:52,B2014136047ZA00; B20141360469100; B2014136045EB00,CLOSING,,21 May 2014
B201413906DVF00,SELL,EUR/USD,EUR,400000,1.37027,AUKUS2099,19/05/2014 00:26:51,,,,21 May 2014
B201413906CFN00,SELL,EUR/USD,EUR,500000,1.37,AUKUS2099,18/05/2014 21:29:52,,,,21 May 2014
B2014136049LL00,SELL,EUR/USD,EUR,400000,1.37138,AUKUS2099,16/05/2014 14:30:52,,,,20 May 2014
B2014136049JY00,SELL,EUR/USD,EUR,500000,1.37107,AUKUS2099,16/05/2014 14:19:15,,,,20 May 2014
B20141360495000,SELL,EUR/USD,EUR,1500000,1.37161,AUKUS2099,16/05/2014 13:48:03,,,,20 May 2014
B20141360490P00,BUY,EUR/USD,EUR,400000,1.37179,AUKUS2099,16/05/2014 13:31:30,B2014136045EB00,CLOSING,,20 May 2014
B2014136048A700,SELL,EUR/USD,EUR,2000000,1.37052,AUKUS2099,16/05/2014 12:58:38,,,,20 May 2014
B2014136047ZD00,SELL,EUR/USD,EUR,500000,1.36983,AUKUS2099,16/05/2014 12:52:34,,,,20 May 2014
B2014136047ZA00,SELL,EUR/USD,EUR,500000,1.36984,AUKUS2099,16/05/2014 12:52:34,,,,20 May 2014
B20141360469100,SELL,EUR/USD,EUR,400000,1.37016,AUKUS2099,16/05/2014 12:06:47,,,,20 May 2014
B2014136045JH00,BUY,EUR/USD,EUR,300000,1.37017,AUKUS2099,16/05/2014 11:18:46,B2014136045EB00,CLOSING,,20 May 2014
B2014136045EB00,SELL,EUR/USD,EUR,1100000,1.36964,AUKUS2099,16/05/2014 11:16:07,,,,20 May 2014
B20141360F91D00,BUY,EUR/USD,EUR,1608000,1.36914,AUKUS2099,16/05/2014 10:56:27,B201413603V5800; B201413603ZQT00; B20141360409Y00,CLOSING,Manual Adjustment,20 May 2014
B20141360409Y00,SELL,EUR/USD,EUR,400000,1.37175,AUKUS2099,16/05/2014 09:40:34,,,,20 May 2014
B201413603ZQT00,SELL,EUR/USD,EUR,300000,1.37206,AUKUS2099,16/05/2014 08:29:12,,,,20 May 2014
B201413603V5800,SELL,EUR/USD,EUR,1300000,1.37181,AUKUS2099,16/05/2014 01:52:10,B201413504WH700,CLOSE_OPEN,,20 May 2014
B201413603V5500,SELL,EUR/USD,EUR,1000000,1.37186,AUKUS2099,16/05/2014 01:51:51,B201413504WH700; B201413504WEY00,CLOSING,,20 May 2014
B201413603UJ500,SELL,EUR/USD,EUR,3000000,1.37153,AUKUS2099,15/05/2014 23:44:46,B201413504W9200; B201413504SF600; B201413504W9500; B201413504WEP00; B201413504WEY00,CLOSING,,20 May 2014
B201413504ZUV00,SELL,EUR/USD,EUR,400000,1.37108,AUKUS2099,15/05/2014 19:22:45,B201413504SF600; B201413504RMP00,CLOSING,,19 May 2014
B201413504Z6T00,SELL,EUR/USD,EUR,400000,1.37162,AUKUS2099,15/05/2014 17:44:43,B201413504R9J00; B201413504RMP00,CLOSING,,19 May 2014
B201413504Z6J00,SELL,EUR/USD,EUR,500000,1.37146,AUKUS2099,15/05/2014 17:40:21,B201413504R9J00,CLOSING,,19 May 2014
B201413504YSS00,SELL,EUR/USD,EUR,192000,1.37058,AUKUS2099,15/05/2014 17:04:34,B201413504R9J00,CLOSING,,19 May 2014
B201413504Y9900,SELL,EUR/USD,EUR,400000,1.37145,AUKUS2099,15/05/2014 16:03:20,B201413504R0U00; B201413504R9J00,CLOSING,,19 May 2014
B201413504WQP00,SELL,EUR/USD,EUR,800000,1.37134,AUKUS2099,15/05/2014 16:01:22,B201413504QYV00; B201413504R0U00,CLOSING,,19 May 2014
B201413504WH700,BUY,EUR/USD,EUR,1000000,1.37105,AUKUS2099,15/05/2014 15:45:14,,,,19 May 2014
B201413504WEY00,BUY,EUR/USD,EUR,800000,1.37126,AUKUS2099,15/05/2014 15:40:05,,,,19 May 2014
B201413504WEP00,BUY,EUR/USD,EUR,1000000,1.37143,AUKUS2099,15/05/2014 15:39:35,,,,19 May 2014
B201413504W9500,BUY,EUR/USD,EUR,1000000,1.3721,AUKUS2099,15/05/2014 15:36:04,,,,19 May 2014
B201413504W9200,BUY,EUR/USD,EUR,500000,1.3721,AUKUS2099,15/05/2014 15:36:04,,,,19 May 2014
B201413504W7L00,SELL,EUR/USD,EUR,202000,1.37247,AUKUS2099,15/05/2014 15:32:47,B201413504QYV00,CLOSING,,19 May 2014
B201413504W1800,SELL,EUR/USD,EUR,200000,1.3717,AUKUS2099,15/05/2014 15:24:25,B201413504QYV00; B201413504QJW00,CLOSING,,19 May 2014
B201413504VEM00,SELL,EUR/USD,EUR,100000,1.37272,AUKUS2099,15/05/2014 15:16:53,B201413504QJW00,CLOSING,,19 May 2014
B201413504UTP00,SELL,EUR/USD,EUR,3100000,1.37255,AUKUS2099,15/05/2014 15:15:38,B201413504LFQ00; B201413504KMB00; B201413504QJW00; B201413504KKG00; B201413504KJW00; B201413504KJZ00; B201413504KR200,CLOSING,,19 May 2014
B201413504TN600,SELL,EUR/USD,EUR,300000,1.37176,AUKUS2099,15/05/2014 14:58:23,B201413504KJW00,CLOSING,,19 May 2014
B201413504TEU00,SELL,EUR/USD,EUR,152000,1.37127,AUKUS2099,15/05/2014 14:55:38,B201413504KJW00; B201413504K3F00,CLOSING,,19 May 2014
B201413504SRW00,SELL,EUR/USD,EUR,500000,1.37116,AUKUS2099,15/05/2014 14:47:53,B201413504K3F00,CLOSING,,19 May 2014
B201413504SQE00,SELL,EUR/USD,EUR,400000,1.37069,AUKUS2099,15/05/2014 14:47:41,B201413504K3F00,CLOSING,,19 May 2014
B201413504SQ500,SELL,EUR/USD,EUR,400000,1.3707,AUKUS2099,15/05/2014 14:47:39,B201413504K2500; B201413504K3F00,CLOSING,,19 May 2014
B201413504SF600,BUY,EUR/USD,EUR,400000,1.36956,AUKUS2099,15/05/2014 14:35:32,,,,19 May 2014
B201413504RUY00,SELL,EUR/USD,EUR,400000,1.37018,AUKUS2099,15/05/2014 14:28:30,B201413504K2500,CLOSING,,19 May 2014
B201413504RPJ00,SELL,EUR/USD,EUR,500000,1.36977,AUKUS2099,15/05/2014 14:27:15,B201413504K1Z00; B201413504K2500,CLOSING,,19 May 2014
B201413504RMP00,BUY,EUR/USD,EUR,200000,1.3697,AUKUS2099,15/05/2014 14:26:46,,,,19 May 2014
B201413504R9J00,BUY,EUR/USD,EUR,1000000,1.36989,AUKUS2099,15/05/2014 14:20:18,,,,19 May 2014
B201413504R0U00,BUY,EUR/USD,EUR,1100000,1.36972,AUKUS2099,15/05/2014 14:19:08,,,,19 May 2014
B201413504QYV00,BUY,EUR/USD,EUR,450000,1.36967,AUKUS2099,15/05/2014 14:18:50,,,,19 May 2014
B201413504QJW00,BUY,EUR/USD,EUR,206000,1.37027,AUKUS2099,15/05/2014 14:18:25,,,,19 May 2014
B201413504PQN00,SELL,EUR/USD,EUR,154000,1.37019,AUKUS2099,15/05/2014 14:17:57,B201413504K1Z00,CLOSING,,19 May 2014
B201413504PP100,SELL,EUR/USD,EUR,1000000,1.36995,AUKUS2099,15/05/2014 14:17:56,B201413504K1Z00; B201413504K1W00,CLOSING,,19 May 2014
B201413504PNF00,SELL,EUR/USD,EUR,350000,1.36993,AUKUS2099,15/05/2014 14:17:56,B201413504K1W00,CLOSING,,19 May 2014
B201413504PNC00,SELL,EUR/USD,EUR,150000,1.36993,AUKUS2099,15/05/2014 14:17:55,B201413504K1W00,CLOSING,,19 May 2014
B201413504PLX00,SELL,EUR/USD,EUR,428000,1.36983,AUKUS2099,15/05/2014 14:17:53,B201413504K1T00; B201413504K1W00,CLOSING,,19 May 2014
B201413504PLJ00,SELL,EUR/USD,EUR,500000,1.36985,AUKUS2099,15/05/2014 14:17:53,B201413504K1T00,CLOSING,,19 May 2014
B201413504N4L00,SELL,EUR/USD,EUR,400000,1.36846,AUKUS2099,15/05/2014 14:09:41,B201413504K1B00; B201413504K1T00,CLOSING,,19 May 2014
B201413504N3Z00,SELL,EUR/USD,EUR,1000000,1.36857,AUKUS2099,15/05/2014 14:09:24,B201413504K1B00; B201413504JUX00,CLOSING,,19 May 2014
B201413504LWQ00,SELL,EUR/USD,EUR,300000,1.36746,AUKUS2099,15/05/2014 14:02:46,B201413504JUX00,CLOSING,,19 May 2014
B201413504LWM00,SELL,EUR/USD,EUR,300000,1.36746,AUKUS2099,15/05/2014 14:02:40,B201413504JUX00,CLOSING,,19 May 2014
B201413504LWC00,SELL,EUR/USD,EUR,300000,1.36749,AUKUS2099,15/05/2014 14:02:21,B201413504JUX00,CLOSING,,19 May 2014
B201413504LW900,SELL,EUR/USD,EUR,300000,1.36746,AUKUS2099,15/05/2014 14:02:13,B201413504JUU00,CLOSING,,19 May 2014
B201413504LW300,SELL,EUR/USD,EUR,300000,1.36738,AUKUS2099,15/05/2014 14:01:52,B201413504JUU00,CLOSING,,19 May 2014
B201413504LW000,SELL,EUR/USD,EUR,400000,1.3674,AUKUS2099,15/05/2014 14:01:45,B201413504JUU00,CLOSING,,19 May 2014
B201413504LVU00,SELL,EUR/USD,EUR,300000,1.36738,AUKUS2099,15/05/2014 14:00:57,B201413504JUU00; B201413504JUB00,CLOSING,,19 May 2014
B201413504LVR00,SELL,EUR/USD,EUR,400000,1.36739,AUKUS2099,15/05/2014 14:00:54,B201413504J4100; B201413504JUB00,CLOSING,,19 May 2014
B201413504LS900,SELL,EUR/USD,EUR,200000,1.36739,AUKUS2099,15/05/2014 13:55:50,B201413504J4100,CLOSING,,19 May 2014
B201413504LS300,SELL,EUR/USD,EUR,200000,1.36722,AUKUS2099,15/05/2014 13:55:23,B201413504J4100,CLOSING,,19 May 2014
B201413504LQD00,SELL,EUR/USD,EUR,400000,1.36696,AUKUS2099,15/05/2014 13:52:05,B201413504J4100,CLOSING,,19 May 2014
B201413504LFQ00,BUY,EUR/USD,EUR,588000,1.36724,AUKUS2099,15/05/2014 13:32:47,,,,19 May 2014
B201413504L0600,SELL,EUR/USD,EUR,200000,1.3673,AUKUS2099,15/05/2014 13:19:50,B201413504HTB00; B201413504J4100,CLOSING,,19 May 2014
B201413504KR200,BUY,EUR/USD,EUR,588000,1.36669,AUKUS2099,15/05/2014 13:17:44,,,,19 May 2014
B201413504KMB00,BUY,EUR/USD,EUR,225000,1.36656,AUKUS2099,15/05/2014 13:14:40,,,,19 May 2014
B201413504KKG00,BUY,EUR/USD,EUR,495000,1.36656,AUKUS2099,15/05/2014 13:11:05,,,,19 May 2014
B201413504KJZ00,BUY,EUR/USD,EUR,588000,1.36636,AUKUS2099,15/05/2014 13:08:28,,,,19 May 2014
B201413504KJW00,BUY,EUR/USD,EUR,980000,1.36644,AUKUS2099,15/05/2014 13:08:20,,,,19 May 2014
B201413504K7Q00,SELL,EUR/USD,EUR,400000,1.36604,AUKUS2099,15/05/2014 12:53:57,B201413504HTB00,CLOSING,,19 May 2014
B201413504K3F00,BUY,EUR/USD,EUR,1000000,1.3665,AUKUS2099,15/05/2014 12:48:16,,,,19 May 2014
B201413504K2500,BUY,EUR/USD,EUR,1000000,1.36684,AUKUS2099,15/05/2014 12:47:30,,,,19 May 2014
B201413504K1Z00,BUY,EUR/USD,EUR,1000000,1.36689,AUKUS2099,15/05/2014 12:47:18,,,,19 May 2014
B201413504K1W00,BUY,EUR/USD,EUR,1000000,1.36687,AUKUS2099,15/05/2014 12:47:10,,,,19 May 2014
B201413504K1T00,BUY,EUR/USD,EUR,1000000,1.36686,AUKUS2099,15/05/2014 12:47:10,,,,19 May 2014
B201413504K1B00,BUY,EUR/USD,EUR,1000000,1.3671,AUKUS2099,15/05/2014 12:47:01,,,,19 May 2014
B201413504JUX00,BUY,EUR/USD,EUR,1100000,1.36672,AUKUS2099,15/05/2014 12:45:02,,,,19 May 2014
B201413504JUU00,BUY,EUR/USD,EUR,1100000,1.36671,AUKUS2099,15/05/2014 12:45:02,,,,19 May 2014
B201413504JUB00,BUY,EUR/USD,EUR,500000,1.36684,AUKUS2099,15/05/2014 12:44:56,,,,19 May 2014
B201413504J4100,BUY,EUR/USD,EUR,1000000,1.36495,AUKUS2099,15/05/2014 12:31:57,,,,19 May 2014
B201413504HXW00,SELL,EUR/USD,EUR,1000000,1.36501,AUKUS2099,15/05/2014 12:30:36,B201413504HT200; B201413504HT500,CLOSING,,19 May 2014
B201413504HTB00,BUY,EUR/USD,EUR,500000,1.36522,AUKUS2099,15/05/2014 12:30:10,,,,19 May 2014
B201413504HT500,BUY,EUR/USD,EUR,500000,1.36534,AUKUS2099,15/05/2014 12:30:09,,,,19 May 2014
B201413504HT200,BUY,EUR/USD,EUR,500000,1.36555,AUKUS2099,15/05/2014 12:30:09,,,,19 May 2014
B20141350F91D00,BUY,EUR/USD,EUR,29380000,1.366143,AUKUS2099,15/05/2014 11:59:50,B2014135045EP00; B20141350440P00; B20141350461800; B201413405J4S00; B20141350461B00; B2014135045ES00; B2014135041L800; B20141350459V00; B2014135041LJ00; B2014135041L500; B2014135045E600; B20141350470G00; B2014135045Y600; B201413504GEW00; B201413504GEZ00; B2014135041KT00; B20141350470K00; B2014135045ZM00; B2014135046LS00; B201413503XFB00; B20141350482W00; B2014135045ZQ00; B20141350460F00; B2014135041LQ00; B20141350474L00; B2014135041LM00; B20141350460M00; B2014135040L900; B20141350474H00; B2014135046Y200; B20141350483200; B2014135043JD00; B2014135046LV00; B201413503WM000; B20141350483F00; B201413503WNL00; B20141350464600,CLOSING,Manual Adjustment,19 May 2014
B201413504GEZ00,SELL,EUR/USD,EUR,500000,1.36633,AUKUS2099,15/05/2014 10:34:35,,,,19 May 2014
B201413504GEW00,SELL,EUR/USD,EUR,1000000,1.36634,AUKUS2099,15/05/2014 10:34:35,,,,19 May 2014
B201413504GEF00,BUY,EUR/USD,EUR,1000000,1.36643,AUKUS2099,15/05/2014 10:33:36,B201413405J4P00; B201413405J1L00; B201413405J4S00; B201413405J1H00,CLOSING,,19 May 2014
B201413504G8G00,BUY,EUR/USD,EUR,500000,1.36617,AUKUS2099,15/05/2014 10:26:55,B201413405J1H00; B201413405HYH00,CLOSING,,19 May 2014
B20141350483F00,SELL,EUR/USD,EUR,500000,1.36656,AUKUS2099,15/05/2014 08:06:43,,,,19 May 2014
B20141350483200,SELL,EUR/USD,EUR,1000000,1.36665,AUKUS2099,15/05/2014 08:06:35,,,,19 May 2014
B20141350482W00,SELL,EUR/USD,EUR,2000000,1.36667,AUKUS2099,15/05/2014 08:06:35,,,,19 May 2014
B20141350474L00,SELL,EUR/USD,EUR,207000,1.36745,AUKUS2099,15/05/2014 07:57:30,,,,19 May 2014
B20141350474H00,SELL,EUR/USD,EUR,155000,1.36745,AUKUS2099,15/05/2014 07:57:30,,,,19 May 2014
B20141350470K00,SELL,EUR/USD,EUR,207000,1.36742,AUKUS2099,15/05/2014 07:56:33,,,,19 May 2014
B20141350470G00,SELL,EUR/USD,EUR,155000,1.3674,AUKUS2099,15/05/2014 07:56:33,,,,19 May 2014
B2014135046Y200,SELL,EUR/USD,EUR,500000,1.36717,AUKUS2099,15/05/2014 07:56:20,,,,19 May 2014
B2014135046LV00,SELL,EUR/USD,EUR,1273000,1.36664,AUKUS2099,15/05/2014 07:54:04,,,,19 May 2014
B2014135046LS00,SELL,EUR/USD,EUR,454000,1.36664,AUKUS2099,15/05/2014 07:54:04,,,,19 May 2014
B20141350464600,SELL,EUR/USD,EUR,1000000,1.36661,AUKUS2099,15/05/2014 07:53:34,,,,19 May 2014
B20141350461B00,SELL,EUR/USD,EUR,900000,1.36663,AUKUS2099,15/05/2014 07:53:32,,,,19 May 2014
B20141350461800,SELL,EUR/USD,EUR,100000,1.36663,AUKUS2099,15/05/2014 07:53:32,,,,19 May 2014
B20141350460M00,SELL,EUR/USD,EUR,1000000,1.36673,AUKUS2099,15/05/2014 07:53:32,,,,19 May 2014
B20141350460F00,SELL,EUR/USD,EUR,1500000,1.36676,AUKUS2099,15/05/2014 07:53:32,,,,19 May 2014
B2014135045ZQ00,SELL,EUR/USD,EUR,900000,1.36683,AUKUS2099,15/05/2014 07:53:31,,,,19 May 2014
B2014135045ZM00,SELL,EUR/USD,EUR,600000,1.36683,AUKUS2099,15/05/2014 07:53:31,,,,19 May 2014
B2014135045Y600,SELL,EUR/USD,EUR,998000,1.36695,AUKUS2099,15/05/2014 07:53:31,,,,19 May 2014
B2014135045ES00,SELL,EUR/USD,EUR,1000000,1.36754,AUKUS2099,15/05/2014 07:52:45,,,,19 May 2014
B2014135045EP00,SELL,EUR/USD,EUR,1500000,1.36752,AUKUS2099,15/05/2014 07:52:45,,,,19 May 2014
B2014135045E600,SELL,EUR/USD,EUR,1498000,1.36756,AUKUS2099,15/05/2014 07:52:45,,,,19 May 2014
B20141350459V00,SELL,EUR/USD,EUR,500000,1.36784,AUKUS2099,15/05/2014 07:52:42,,,,19 May 2014
B2014135044MR00,BUY,EUR/USD,EUR,1000000,1.36841,AUKUS2099,15/05/2014 07:40:16,B201413405HXB00; B201413405HX200; B201413405HYH00; B201413405HX800,CLOSING,,19 May 2014
B20141350440P00,SELL,EUR/USD,EUR,1000000,1.36886,AUKUS2099,15/05/2014 07:33:35,,,,19 May 2014
B2014135043JD00,SELL,EUR/USD,EUR,155000,1.36895,AUKUS2099,15/05/2014 07:19:46,,,,19 May 2014
B20141350421N00,BUY,EUR/USD,EUR,500000,1.36911,AUKUS2099,15/05/2014 07:11:50,B201413405HX200; B201413405HU100,CLOSING,,19 May 2014
B2014135041Z200,BUY,EUR/USD,EUR,1100000,1.36889,AUKUS2099,15/05/2014 07:10:56,B201413405HU100; B201413405H9F00; B201413405GWK00,CLOSING,,19 May 2014
B2014135041TC00,BUY,EUR/USD,EUR,500000,1.36892,AUKUS2099,15/05/2014 07:10:15,B201413405GET00; B201413405GWK00,CLOSING,,19 May 2014
B2014135041T300,BUY,EUR/USD,EUR,499000,1.36897,AUKUS2099,15/05/2014 07:10:15,B201413405GET00,CLOSING,,19 May 2014
B2014135041T000,BUY,EUR/USD,EUR,1100000,1.36896,AUKUS2099,15/05/2014 07:10:15,B201413405G4300; B201413405GET00,CLOSING,,19 May 2014
B2014135041SX00,BUY,EUR/USD,EUR,1100000,1.36895,AUKUS2099,15/05/2014 07:10:14,B201413405G3E00; B201413405G4300,CLOSING,,19 May 2014
B2014135041LQ00,SELL,EUR/USD,EUR,1000000,1.36936,AUKUS2099,15/05/2014 07:10:01,,,,19 May 2014
B2014135041LM00,SELL,EUR/USD,EUR,908000,1.36937,AUKUS2099,15/05/2014 07:10:01,,,,19 May 2014
B2014135041LJ00,SELL,EUR/USD,EUR,1000000,1.36939,AUKUS2099,15/05/2014 07:10:01,,,,19 May 2014
B2014135041L800,SELL,EUR/USD,EUR,1099000,1.36939,AUKUS2099,15/05/2014 07:10:00,,,,19 May 2014
B2014135041L500,SELL,EUR/USD,EUR,2197000,1.3694,AUKUS2099,15/05/2014 07:10:00,,,,19 May 2014
B2014135041KT00,SELL,EUR/USD,EUR,803000,1.3694,AUKUS2099,15/05/2014 07:10:00,,,,19 May 2014
B20141350413N00,BUY,EUR/USD,EUR,100000,1.36977,AUKUS2099,15/05/2014 07:08:32,B201413405G3E00,CLOSING,,19 May 2014
B2014135040PU00,BUY,EUR/USD,EUR,1000000,1.37068,AUKUS2099,15/05/2014 07:07:12,B201413405G3E00; B201413405EUB00; B201413405F5A00,CLOSING,,19 May 2014
B2014135040L900,SELL,EUR/USD,EUR,250000,1.37052,AUKUS2099,15/05/2014 07:05:46,,,,19 May 2014
B2014135040JR00,BUY,EUR/USD,EUR,500000,1.37091,AUKUS2099,15/05/2014 07:05:10,B201413405EH800; B201413405EUB00; B201413405ERQ00; B201413405EHB00,CLOSING,,19 May 2014
B201413503XFB00,SELL,EUR/USD,EUR,300000,1.37207,AUKUS2099,15/05/2014 02:51:10,,,,19 May 2014
B201413503WNL00,SELL,EUR/USD,EUR,500000,1.37207,AUKUS2099,15/05/2014 01:25:40,,,,19 May 2014
B201413503WM000,SELL,EUR/USD,EUR,250000,1.37211,AUKUS2099,15/05/2014 01:17:37,,,,19 May 2014
B201413405J4S00,SELL,EUR/USD,EUR,500000,1.37115,AUKUS2099,14/05/2014 19:50:22,,,,16 May 2014
B201413405J4P00,SELL,EUR/USD,EUR,400000,1.37115,AUKUS2099,14/05/2014 19:48:10,,,,16 May 2014
B201413405J1L00,SELL,EUR/USD,EUR,200000,1.37087,AUKUS2099,14/05/2014 19:06:53,,,,16 May 2014
B201413405J1H00,SELL,EUR/USD,EUR,400000,1.37087,AUKUS2099,14/05/2014 19:06:51,,,,16 May 2014
B201413405HYH00,SELL,EUR/USD,EUR,800000,1.37087,AUKUS2099,14/05/2014 18:58:43,,,,16 May 2014
B201413405HXB00,SELL,EUR/USD,EUR,270000,1.37073,AUKUS2099,14/05/2014 18:29:23,,,,16 May 2014
B201413405HX800,SELL,EUR/USD,EUR,270000,1.37071,AUKUS2099,14/05/2014 18:28:58,,,,16 May 2014
B201413405HX200,SELL,EUR/USD,EUR,500000,1.37062,AUKUS2099,14/05/2014 18:27:33,,,,16 May 2014
B201413405HU100,SELL,EUR/USD,EUR,400000,1.37072,AUKUS2099,14/05/2014 18:08:23,,,,16 May 2014
B201413405HSC00,BUY,EUR/USD,EUR,270000,1.37051,AUKUS2099,14/05/2014 17:35:59,B201413405EH800,CLOSING,,16 May 2014
B201413405H9F00,SELL,EUR/USD,EUR,800000,1.3716,AUKUS2099,14/05/2014 16:04:00,,,,16 May 2014
B201413405GWK00,SELL,EUR/USD,EUR,400000,1.37162,AUKUS2099,14/05/2014 15:05:48,,,,16 May 2014
B201413405GET00,SELL,EUR/USD,EUR,742000,1.37075,AUKUS2099,14/05/2014 14:49:02,,,,16 May 2014
B201413405GA600,BUY,EUR/USD,EUR,800000,1.37159,AUKUS2099,14/05/2014 14:43:51,B201413405EH800,CLOSING,,16 May 2014
B201413405G4300,SELL,EUR/USD,EUR,1500000,1.37189,AUKUS2099,14/05/2014 14:20:58,,,,16 May 2014
B201413405G3E00,SELL,EUR/USD,EUR,1000000,1.37178,AUKUS2099,14/05/2014 14:19:03,,,,16 May 2014
B201413405F5A00,SELL,EUR/USD,EUR,200000,1.37065,AUKUS2099,14/05/2014 13:13:10,,,,16 May 2014
B201413405EUB00,SELL,EUR/USD,EUR,500000,1.37094,AUKUS2099,14/05/2014 12:40:35,,,,16 May 2014
B201413405ERQ00,SELL,EUR/USD,EUR,158000,1.37148,AUKUS2099,14/05/2014 12:32:52,,,,16 May 2014
B201413405EHB00,SELL,EUR/USD,EUR,300000,1.37197,AUKUS2099,14/05/2014 12:03:49,,,,16 May 2014
B201413405EH800,SELL,EUR/USD,EUR,1100000,1.37198,AUKUS2099,14/05/2014 12:03:48,,,,16 May 2014
B20141340DZTU00,BUY,EUR/USD,EUR,17755000,1.37096,AUKUS2099,14/05/2014 11:21:38,B201413405CK500; B201413405BTS00; B20141330FGYA00; B20141330FGYG00; B20141340583Y00; B20141330FGZ400; B20141330FGYN00; B20141330FH1400; B2014134056KL00; B20141330FGY500; B20141330FKK000; B20141330FGXS00; B201413405CK200; B20141330FGYR00; B201413405AXC00; B20141330FH0900; B2014134057NG00; B201413405BLA00; B201413405BTP00; B20141340564000,CLOSING,Manual Adjustment,16 May 2014
B201413405CK500,SELL,EUR/USD,EUR,750000,1.37212,AUKUS2099,14/05/2014 10:03:45,,,,16 May 2014
B201413405CK200,SELL,EUR/USD,EUR,2000000,1.37208,AUKUS2099,14/05/2014 10:03:45,,,,16 May 2014
B201413405BTS00,SELL,EUR/USD,EUR,500000,1.37155,AUKUS2099,14/05/2014 09:31:15,,,,16 May 2014
B201413405BTP00,SELL,EUR/USD,EUR,200000,1.37157,AUKUS2099,14/05/2014 09:31:15,,,,16 May 2014
B201413405BLA00,SELL,EUR/USD,EUR,1100000,1.37237,AUKUS2099,14/05/2014 09:19:55,,,,16 May 2014
B201413405AXC00,SELL,EUR/USD,EUR,800000,1.37228,AUKUS2099,14/05/2014 08:51:12,,,,16 May 2014
B20141340583Y00,SELL,EUR/USD,EUR,150000,1.3714,AUKUS2099,14/05/2014 06:45:12,,,,16 May 2014
B2014134057NG00,SELL,EUR/USD,EUR,260000,1.37148,AUKUS2099,14/05/2014 06:00:27,,,,16 May 2014
B2014134056KL00,SELL,EUR/USD,EUR,1000000,1.37195,AUKUS2099,14/05/2014 04:05:02,,,,16 May 2014
B20141340564000,SELL,EUR/USD,EUR,300000,1.3715,AUKUS2099,14/05/2014 03:38:20,,,,16 May 2014
B2014134053JS00,BUY,EUR/USD,EUR,500000,1.37052,AUKUS2099,13/05/2014 23:10:43,B20141330FGXS00,CLOSING,,16 May 2014
B2014134053JP00,BUY,EUR/USD,EUR,500000,1.37051,AUKUS2099,13/05/2014 23:10:16,B20141330FGXP00; B20141330FGXS00,CLOSING,,16 May 2014
B2014134053JL00,BUY,EUR/USD,EUR,500000,1.37052,AUKUS2099,13/05/2014 23:09:35,B20141330FGXL00,CLOSING,,16 May 2014
B20141330FKK000,SELL,EUR/USD,EUR,500000,1.37023,AUKUS2099,13/05/2014 18:15:02,,,,15 May 2014
B20141330FJYQ00,BUY,EUR/USD,EUR,200000,1.36901,AUKUS2099,13/05/2014 17:13:31,B20141330FGL900,CLOSING,,15 May 2014
B20141330FH1400,SELL,EUR/USD,EUR,500000,1.36952,AUKUS2099,13/05/2014 16:16:59,,,,15 May 2014
B20141330FH0900,SELL,EUR/USD,EUR,400000,1.36954,AUKUS2099,13/05/2014 16:16:58,,,,15 May 2014
B20141330FGZ400,SELL,EUR/USD,EUR,500000,1.36956,AUKUS2099,13/05/2014 16:16:57,,,,15 May 2014
B20141330FGYR00,SELL,EUR/USD,EUR,2500000,1.36957,AUKUS2099,13/05/2014 16:16:57,,,,15 May 2014
B20141330FGYN00,SELL,EUR/USD,EUR,1500000,1.36957,AUKUS2099,13/05/2014 16:16:57,,,,15 May 2014
B20141330FGYG00,SELL,EUR/USD,EUR,1500000,1.36957,AUKUS2099,13/05/2014 16:16:57,,,,15 May 2014
B20141330FGYA00,SELL,EUR/USD,EUR,2500000,1.36957,AUKUS2099,13/05/2014 16:16:57,,,,15 May 2014
B20141330FGY500,SELL,EUR/USD,EUR,500000,1.36958,AUKUS2099,13/05/2014 16:16:57,,,,15 May 2014
B20141330FGXS00,SELL,EUR/USD,EUR,995000,1.36962,AUKUS2099,13/05/2014 16:16:57,,,,15 May 2014
B20141330FGXP00,SELL,EUR/USD,EUR,300000,1.36963,AUKUS2099,13/05/2014 16:16:57,,,,15 May 2014
B20141330FGXL00,SELL,EUR/USD,EUR,500000,1.36963,AUKUS2099,13/05/2014 16:16:57,,,,15 May 2014
B20141330FGL900,SELL,EUR/USD,EUR,400000,1.37055,AUKUS2099,13/05/2014 16:12:13,B2014133052XA00,CLOSE_OPEN,,15 May 2014
B20141330FGE600,SELL,EUR/USD,EUR,400000,1.37109,AUKUS2099,13/05/2014 15:39:13,B2014133052XA00; B20141330DZSU00,CLOSING,,15 May 2014
B20141330FFEY00,SELL,EUR/USD,EUR,1000000,1.37085,AUKUS2099,13/05/2014 14:48:36,B20141330DZSU00,CLOSING,,15 May 2014
B20141330FEPS00,SELL,EUR/USD,EUR,400000,1.37165,AUKUS2099,13/05/2014 14:06:51,B20141330DZSU00,CLOSING,,15 May 2014
